cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,closeout_action,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
110215,2024,assign_county,13113,"Fayette County, Georgia",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Fayette County, Georgia (13113) for provider 110215 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,PIEDMONT FAYETTE HOSPITAL INC.,GA,FAYETTEVILLE,30214,1255 HIGHWAY 54 WEST,external_geocode_required,external_census_context_only,Non_Exact,"1255 STATE RTE 54, FAYETTEVILLE, GA, 30214",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
400118,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400118 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,DOCTOR CENTER HOSPITAL MANATI INC.,PR,MANATI,00674,CARR. #2,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
404004,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 404004 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,FIRST HOSPITAL PANAMERICANO,PR,CIDRA,00739,STATE ROAD #787,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400112,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400112 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HOSPITAL UPR,PR,CAROLINA,00984,STREET 3 KM 8.3 65 INFANTERIA AVE.,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
020012,2023,assign_county,02090,"Fairbanks North Star Borough, Alaska",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Fairbanks North Star Borough, Alaska (02090) for provider 020012 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,FAIRBANKS MEMORIAL,AK,FAIRBANKS,99701,1650 COWLES ST,external_geocode_required,external_census_candidate_ready,Exact,"1650 COWLES ST, FAIRBANKS, AK, 99701",0.97,provider_original,accepted,,False
400032,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400032 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BAYAMON MEDICAL CENTER,PR,BAYAMON,00960,CARR. #2 KM. 11.7,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
650001,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 650001 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,GUAM MEMORIAL HOSPITAL,GU,OKA TAMUNING,96911,850 GOVERNOR CARLOS G CAMACHO RD,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
650003,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 650003 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,GUAM REGIONAL MEDICAL CITY,GU,DEDEDO,96929,133 ROUTE 3,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400019,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400019 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HOSPITAL PAVIA SANTURCE,PR,SANTURCE,00910,ASIA STREET,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
390156,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 390156 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MERCY CATHOLIC MEDICAL CENTER,PA,DARBY,19023,LANSDOWNE AVE & BAILEY RD.,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
480001,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 480001 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ROY L SCHNEIDER HOSPITAL,VI,ST. THOMAS,00801,9048 SUGAR ESTATE,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
394056,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 394056 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,TOWER BEHAVIORAL HEALTH,PA,READING,19605,201 WELLNESS WAY,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400048,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400048 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HOSPITAL MENONITA GUAYAMA,PR,GUAYAMA,00785,AVE PEDRO ALBIZU CAMPOS,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
400102,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400102 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,DOCTORS CENTER HOSPITAL BAYAMON,PR,BAYAMON,00956,STREET J-9 EXT. HERMANAS DAVILA,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
